seriesuid,coordX,coordY,coordZ,diameter_mm,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680,-26.17508069,-74.85645874,-207.1103785,19.28014705,0.325566312
1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680,-51.04867965,48.4400957,-54.72338891,19.18660956,0.315002503
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-115.3719485,1.733608246,-237.265564,10.31630029,0.99811235
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-98.51912498,-12.8941083,-144.9769745,5.228467828,0.895472206
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-42.93246746,-13.60769391,-208.6179504,9.602346351,0.678493131
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-42.25970507,-57.34812856,-204.8344765,19.27246483,0.663414552
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,80.74648619,-21.80221796,-131.9826088,19.16017877,0.657390129
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-82.18368888,-57.49759197,-232.0005474,19.26986759,0.6558282
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-18.86915803,-33.70991707,-136.4512215,19.2020096,0.50046829
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-50.8994329,-21.55413508,-204.2065201,19.27363772,0.491983733
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-22.99658418,2.121584415,-132.1868668,19.17140241,0.421751085
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-35.4585886,50.27062654,-112.4306068,19.27385011,0.395356156
1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746,-110.519709,-29.48922515,-228.0085144,19.20729948,0.301812195
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,114.1372633,-22.88225941,-161.8272591,18.91019558,0.999997318
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-88.50582984,32.04491695,-129.4067574,18.87700468,0.999977686
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-65.34348576,-56.70715709,-178.4042931,18.92207833,0.996265107
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-45.55601546,-20.3807951,-217.0552063,18.91935549,0.966954551
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-26.18622975,-36.53145825,-145.1515388,18.9230796,0.926295883
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,74.22395763,-8.305404873,-249.2793274,18.95652072,0.833798103
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,74.03320119,78.8842534,-221.7321491,18.95275882,0.829679033
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-17.50239486,-108.0375824,-221.59235,18.90184957,0.785047391
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,138.2331407,-8.421564268,-245.6054974,18.98091958,0.596360071
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-77.84824786,-17.12285081,-158.0332756,18.92199656,0.590235076
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,97.67621889,63.45685434,-297.4097538,18.97590383,0.452929814
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,77.33458776,75.09625897,-185.7023048,18.93146136,0.436853084
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-38.08369464,63.10596396,-293.4655476,19.00299658,0.427578987
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,45.76016085,15.59519745,-81.51386261,18.946469,0.414802182
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,142.2881987,-65.14986242,-258.0677986,18.99622302,0.374768741
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-41.27727958,-21.20739881,-94.18445587,18.9053429,0.361790592
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,-34.25282417,79.16714915,-177.8798485,18.92505918,0.359223454
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,118.3021727,38.89267011,-165.7903671,18.94744205,0.316120367
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,-78.57989754,-95.34093213,-169.3733329,19.40177962,0.998148295
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,76.62532245,-75.50376487,-118.2662314,19.29557631,0.978505989
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,85.31177436,-56.45722699,-181.8583792,19.38873189,0.953380973
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,132.1486584,-19.42538333,-118.3705062,19.24889228,0.845411268
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,128.8313881,-16.42747831,-121.1560935,19.40514384,0.829862743
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,72.98421298,-72.46076655,-121.4815062,19.29189416,0.794794963
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,33.05946742,-103.2936604,-117.8948134,19.39456523,0.794454225
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,-111.4022609,56.02512407,-181.278736,19.24435601,0.710668543
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,128.6673871,-83.76595569,-134.0501708,19.40017195,0.656265133
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,112.4022785,27.90741968,-49.25938785,19.40455671,0.626561683
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,-15.35210933,-108.2063515,-177.1540087,19.29602097,0.513321873
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,112.9090873,-79.9608345,-125.2851409,19.37031959,0.480514537
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,140.6884686,43.88113308,-196.9813842,19.29010488,0.467965148
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,104.7403875,31.53758574,-41.60369098,19.39786736,0.419534864
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,120.7403008,44.3978982,-153.2219523,19.30531096,0.389373239
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,32.4129263,16.47037315,-177.6306266,19.37248018,0.389227242
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,-51.17045726,-67.95507383,-149.3572062,19.29280633,0.371028015
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,96.11350213,-88.18323207,-201.5527123,19.40590911,0.349772943
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,25.02466355,-80.70378494,-53.58657062,19.45453585,0.33781963
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,100.6727639,-80.00210834,-117.6927489,19.32256731,0.335771826
1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837,13.23279296,-108.0001701,-117.2134131,19.43983285,0.310771045
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,67.55496016,-27.30767403,-80.05667518,19.32283364,0.999981652
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-69.58405212,-51.48574622,-60.00664542,19.38281164,0.996832081
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-64.33217036,-55.70615221,-204.8389227,4.696947414,0.931568578
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-117.4868754,24.39110523,-112.2089655,5.004586668,0.917767056
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-108.5864185,79.74598924,-212.3728068,8.136663461,0.909138803
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-52.93027357,-24.4326202,-116.1400301,4.837442518,0.808370616
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-109.7721625,-0.171482641,-108.3580859,7.629928714,0.738021459
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-37.61890003,-32.12756231,-111.847027,4.900560226,0.699465143
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-109.1720981,52.21389084,-88.05559943,16.84335275,0.488822464
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-96.72339391,43.41210345,-95.82377265,5.477880813,0.44263933
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-33.10023109,-59.96426143,-164.3923361,8.721248917,0.406331689
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,15.06825636,63.12304955,-64.41284965,15.90174362,0.37747442
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-0.854240271,43.80899902,-20.16030143,5.729075186,0.311875305
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-20.54146133,31.69904645,-179.5510275,9.834915505,0.310008475
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,74.78278316,-20.41329503,-76.71009849,15.84988557,0.309656081
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-48.4106438,63.46887345,-39.75678275,5.098856099,0.302340228
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,33.39076799,-158.1901184,-128.8357182,4.828753672,0.999997074
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-79.39080763,-49.87289697,-143.9503372,4.891542397,0.98985087
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-91.86128277,-130.4987314,-136.035663,5.210190844,0.648295479
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-39.22305662,-162.4095741,-132.7270755,5.247878861,0.540281062
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,0.101332481,-122.314966,-180.4482366,9.231182876,0.509158081
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-3.879675453,-206.3936558,-96.73255586,9.892014426,0.5076925
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-68.15321672,-138.3983013,-43.94336048,4.755103057,0.423262449
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-14.95789308,-146.6637525,-220.5157176,5.113008992,0.352825887
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,8.516556437,-198.4708828,-124.3187307,5.111673217,0.344413505
1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846,-42.99965638,-205.9477353,-244.6094211,17.22279241,0.320997263
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-55.56393564,-91.64672375,-104.132651,19.13244839,0.995879598
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-68.29363704,-156.6511488,-175.5052611,19.06139156,0.988957472
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-88.32444847,-88.11666965,-187.2888118,19.14406714,0.903777926
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-67.64850795,-184.1876853,-187.1028133,19.03645354,0.83285994
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-16.49150014,-79.59431171,-251.596602,19.14740594,0.826508028
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-20.93370795,-144.682709,-170.9193207,19.07807509,0.752087316
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,135.5632401,-156.5539169,-215.2568302,19.16687512,0.719471362
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-40.04331589,-195.7901037,-195.0649346,19.26584154,0.59024226
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-20.84725738,-140.1053429,-187.028944,19.15284731,0.471858955
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,135.3977323,-168.4405708,-247.0101947,19.26343177,0.458540914
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-36.47414207,-192.6615024,-191.4405451,19.19689023,0.457234204
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-56.82939351,-156.5618861,-175.2153868,19.26929862,0.39944322
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,55.57874918,-140.8990443,-99.72957798,19.166822,0.395994626
1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986,-20.11154294,-200.2349317,-219.6187868,19.26941563,0.389298772
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,93.69291239,32.75517941,-183.5907116,18.77250573,0.999762589
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,-61.20528049,-23.79576445,-166.8868294,18.86752845,0.998118396
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,57.9604166,48.4419179,-82.83996964,18.76496119,0.762952726
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,-65.54050274,-23.39608312,-170.893568,18.88070442,0.46025853
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,49.4774478,-3.845332861,-110.4506149,18.81662145,0.367185728
1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341,-58.10006566,-26.84248567,-163.4871712,18.91237629,0.335945721
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,317.082553,373.671484,-145.6138339,4.76773866,0.999994698
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,456.1464596,357.1312904,-97.52715257,19.14614173,0.998483604
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,429.4602681,402.0096779,-101.1907115,19.07433284,0.99169356
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,504.5920897,373.7063289,-181.0961643,19.15629596,0.909764169
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,461.187749,381.2417746,-100.8620754,19.04742122,0.696474596
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,360.198443,313.5039687,-213.3455196,19.15720214,0.641421583
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,348.2318926,337.6890898,-106.0299793,19.08951105,0.616066123
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,472.5685168,305.125463,-205.6812587,19.17324683,0.601463987
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,432.1892071,404.7364712,-101.6640392,19.17206062,0.570855113
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,504.264884,385.7742786,-209.3986907,19.2836044,0.559143969
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,476.8137026,345.1480746,-281.2908616,19.22095732,0.503167256
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,469.668417,302.0815849,-205.3350559,19.2866067,0.397279656
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,337.502687,285.131675,-197.223722,19.1890742,0.372874634
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,453.7916947,353.807354,-100.8825603,19.29214757,0.356148266
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,472.3072339,301.3721108,-181.90941,19.22755028,0.320937823
1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615,449.1725731,380.9211016,-277.4279132,19.28897482,0.304393405
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,103.6138657,-54.47124749,-312.7982659,19.04614758,0.998905846
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,55.20778917,-7.777888892,-153.2407803,18.98797203,0.966491409
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-93.75101879,104.3006023,-253.0719418,19.06105739,0.879540493
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,67.66190848,-76.17042155,-189.2269177,19.11556791,0.835031097
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-149.4562137,4.711768368,-244.1854901,19.16229494,0.831797828
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,54.95329092,4.678351603,-240.6376309,19.07465672,0.821655045
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,114.6349584,-83.39879846,-288.161654,19.17448039,0.787957837
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,134.7930344,-3.110212992,-197.0419926,19.10166787,0.638890014
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-129.0278095,84.43548868,-240.7970852,19.15489616,0.616911316
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,50.50383563,21.40163667,-132.6667256,19.18302338,0.616509317
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-145.6675254,25.09938879,-256.8431801,19.22384946,0.609658078
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,91.20845745,-79.53630125,-196.7527432,19.13125559,0.604814975
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-120.6910119,-71.06858877,-237.2925133,19.2125745,0.596497637
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-128.7378657,72.58502495,-188.1988759,19.13357826,0.541378542
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,126.7872391,-30.72832064,-224.680571,19.23902897,0.526384392
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-148.3672481,52.65207703,-272.0475716,19.16388675,0.480326892
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,114.9597276,-86.32851977,-284.9906964,19.24593671,0.479582243
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,135.2505569,25.07080179,-288.3361477,19.14220443,0.473718626
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,75.25773928,-7.336911604,-188.1603284,19.23303248,0.466808135
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-68.68332171,-99.37629791,-260.3200669,19.17074623,0.466641007
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,114.7238958,65.14629211,-148.9419026,19.21290245,0.444484502
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-88.96009681,100.823192,-244.8016686,19.13384299,0.420043327
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-144.7732462,36.43411175,-200.2710576,19.23740068,0.403118473
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-49.41691424,-15.30548291,-212.2002835,19.23857874,0.380406133
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,62.854289,0.752142807,-192.4348683,19.109326,0.378082606
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,130.5141221,-55.37386999,-296.5987153,19.24278246,0.375521329
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-133.6839657,-11.20808934,-260.7019276,19.15303938,0.353203224
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,27.00647631,8.562245552,-228.6198754,19.26544623,0.346030811
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-57.05157897,-79.61401263,-196.793427,19.13484591,0.3383013
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,-72.47553711,-39.2807172,-132.2184224,19.2361162,0.325985816
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,70.2762917,-75.40095485,-192.2976346,19.15903848,0.310354393
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,114.4439869,-51.5340531,-229.1195817,19.25411775,0.309837202
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,63.19057484,22.76655838,-74.2225647,18.82389202,0.963714145
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-80.15128967,47.22768106,-65.429039,18.90868443,0.919333673
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-132.3197044,-9.297632366,-158.1847954,18.81307149,0.869595749
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-112.2194367,39.73683657,-134.7241592,18.92136372,0.868702793
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-119.9016701,31.73900108,-142.418251,18.85972694,0.854294136
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,11.47539965,-76.02986144,-155.0148392,18.94070721,0.807277433
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-116.2222436,35.47620235,-138.7289619,18.84381517,0.798310992
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,67.83559633,19.99361099,-62.54861832,18.95230159,0.789737843
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-52.6757538,-44.77238506,-106.1867523,18.89140261,0.762758636
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,59.33884327,-37.286905,-133.795681,18.97398397,0.688232851
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-52.21206704,2.971351604,-61.84391022,18.87526217,0.659223902
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,59.09891974,-40.3929156,-130.9612465,18.97879205,0.622421503
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-71.77789137,50.74799897,-65.80989838,18.9259265,0.562518045
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-40.99084751,43.115668,-58.07403564,19.00467753,0.483357136
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-127.5263032,-24.96552409,-134.3165207,19.10782001,0.468027654
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,11.45209126,15.20104122,-82.15724945,19.04349811,0.390808758
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-64.69539969,39.16901308,-273.9111185,19.11740439,0.385404696
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-108.6348933,42.94454311,-134.1176987,19.01381776,0.375601566
1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059,-36.83182875,-48.67702319,-98.12795639,19.11820945,0.357113383
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-76.63974304,90.1030612,-134.1791039,18.89558284,0.999929035
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-43.9190783,29.74799395,-133.6083202,18.92295243,0.605879589
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,107.9015587,-41.59973145,-194.0108948,18.87135611,0.511318315
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-100.0261648,62.38470554,-229.2125492,18.92768229,0.469918016
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-71.70717139,-21.83143258,-93.11953354,18.87809034,0.423118705
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-32.1866991,10.49194336,-105.2729492,18.94777578,0.346905202
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,-43.71261258,-29.934901,-93.47580719,18.89348051,0.333526472
1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083,71.83912973,10.42896509,-117.3446922,18.95339328,0.32472724
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-66.74717069,-155.2903063,1315.47013,18.90047907,0.999295813
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,29.30073473,-95.26934484,1089.521347,18.92980931,0.997384824
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,128.5294867,-112.0857883,1149.553524,18.8699746,0.988028562
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-59.46927503,-83.79474667,1074.522596,18.79814676,0.987455788
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-34.7234675,-94.56032827,1086.04506,18.8853217,0.983334374
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-43.22801879,-87.05003396,1078.83941,18.79005901,0.957287054
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,45.24863204,-167.5683092,1341.550086,18.9043282,0.956542628
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,49.24169526,-55.16835847,1146.501673,18.83708614,0.923704718
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-83.62738982,-87.00534013,1062.517568,18.92324752,0.899671998
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-19.29754165,-83.57610157,1314.574366,18.83094246,0.895783867
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-31.77359924,-95.12753144,1082.747345,18.94235739,0.895207349
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-79.28989923,-86.87189737,1065.872267,18.87681692,0.814675913
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,32.4177216,-91.72962394,1086.501017,18.95868403,0.783961413
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-46.93512723,-119.3732858,1366.151343,18.86812998,0.782417295
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,41.3248367,-150.5738132,1145.71146,18.97831468,0.763264941
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,0.199875922,-139.8880048,1346.150779,18.91648914,0.701667697
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-58.79779187,-162.7660675,1346.054413,18.99652845,0.659666125
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-55.67762819,-159.7173736,1346.100257,18.90497034,0.61746306
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-43.24173453,-47.32898715,1230.315606,19.00797275,0.541777632
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,132.568538,-147.1013012,1102.337416,18.95341686,0.475060051
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,48.44377849,-170.5567446,1341.443979,19.03002748,0.466481963
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-2.659881919,-142.6788057,1346.12931,18.96118169,0.452770813
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-63.5918352,-199.7129622,1210.62283,19.0017228,0.358285106
1.3.6.1.4.1.14519.5.2.1.6279.6001.428038562098395445838061018440,-31.19853809,-98.44459,1085.829423,19.11157211,0.343985687
1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,105.1965833,69.48517799,-148.5018024,18.84775008,0.99987015
1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,117.4523259,29.29892778,-120.6398544,18.7706898,0.99869697
1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032,-109.131819,-21.48234844,-142.7405987,18.85605477,0.996988334
